Edad,Puntaje Edad,Saturación,Puntaje Saturación,Frecuencia Cardiaca,Puntaje FC,PA Sístole,Puntaje PA Sístole,PA Diástole,Puntaje PA Diástole,Temperatura,Puntaje Temperatura,Puntaje Total,Prioridad
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,15,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,8,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,10,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,14,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,8,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,10,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,14,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,15,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,11,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,13,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,15,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,17,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,13,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,9,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,11,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,13,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,15,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,8,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,10,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,14,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,8,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,10,V
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,12,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,14,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,27,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,25,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,27,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,29,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,25,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,25,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,27,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,26,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,26,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,25,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,25,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,27,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,19,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,25,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,18,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,18,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,26,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,18,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,17,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,19,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,17,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,19,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,26,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,18,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,20,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,22,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,24,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,17,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,19,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,23,III
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,17,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,19,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,21,IV
Lactante (>=0 y <2 años),4,Normal (>=95),0,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,23,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,36,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,32,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,34,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,36,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,38,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,34,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,30,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,32,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,34,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,36,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,33,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,33,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Lactante (>=0 y <2 años),4,Hipoxemia leve (>=90 y <95),9,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
